Summary,Description,Number of developers,Number of comments,Issue key,Story point
Hyperloop: Android Anonymous interface implementations need to have default implementations of equals/hashCode/toString,"Trying to implement BLE scanner the following error is returned:
{code:java}
[ERROR] :  HyperloopProxy: (main) [828,2867] Exception thrown during invocation of method: public boolean android.bluetooth.BluetoothAdapter.startLeScan(android.bluetooth.BluetoothAdapter$LeScanCallback), args: [null]
[ERROR] :  HyperloopProxy: java.lang.NullPointerException: Expected to unbox a 'int' primitive type but was returned null
[ERROR] :  HyperloopProxy:  at $Proxy0.hashCode(Unknown Source)
[ERROR] :  HyperloopProxy:  at java.util.Collections.secondaryHash(Collections.java:3405)
[ERROR] :  HyperloopProxy:  at java.util.HashMap.containsKey(HashMap.java:325)
[ERROR] :  HyperloopProxy:  at android.bluetooth.BluetoothAdapter.startLeScan(BluetoothAdapter.java:2189)
[ERROR] :  HyperloopProxy:  at android.bluetooth.BluetoothAdapter.startLeScan(BluetoothAdapter.java:2157)
[ERROR] :  HyperloopProxy:  at java.lang.reflect.Method.invoke(Native Method)
[ERROR] :  HyperloopProxy:  at java.lang.reflect.Method.invoke(Method.java:372)
[ERROR] :  HyperloopProxy:  at hyperloop.BaseProxy.invokeMethod(BaseProxy.java:133)
[ERROR] :  HyperloopProxy:  at hyperloop.BaseProxy.callNativeFunction(BaseProxy.java:115)
[ERROR] :  HyperloopProxy:  at org.appcelerator.kroll.runtime.v8.V8Object.nativeFireEvent(Native Method)
[ERROR] :  HyperloopProxy:  at org.appcelerator.kroll.runtime.v8.V8Object.fireEvent(V8Object.java:62)
[ERROR] :  HyperloopProxy:  at org.appcelerator.kroll.KrollProxy.doFireEvent(KrollProxy.java:918)
[ERROR] :  HyperloopProxy:  at org.appcelerator.kroll.KrollProxy.handleMessage(KrollProxy.java:1141)
[ERROR] :  HyperloopProxy:  at org.appcelerator.titanium.proxy.TiViewProxy.handleMessage(TiViewProxy.java:356)
[ERROR] :  HyperloopProxy:  at ti.modules.titanium.ui.widget.listview.ListViewProxy.handleMessage(ListViewProxy.java:312)
[ERROR] :  HyperloopProxy:  at android.os.Handler.dispatchMessage(Handler.java:98)
[ERROR] :  HyperloopProxy:  at android.os.Looper.loop(Looper.java:145)
[ERROR] :  HyperloopProxy:  at android.app.ActivityThread.main(ActivityThread.java:5951)
[ERROR] :  HyperloopProxy:  at java.lang.reflect.Method.invoke(Native M
[ERROR] :  HyperloopProxy:  at java.lang.reflect.Method.invoke(Method.java:372)
[ERROR] :  HyperloopProxy:  at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:1400)
[ERROR] :  HyperloopProxy:  at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:1195)

{code}


and Code to reproduce:


{code:java}
var BluetoothManager = require('android.bluetooth.BluetoothManager'),
BluetoothDevice = require('android.bluetooth.BluetoothDevice'),
Context = require('android.content.Context')
 LeScanCallback = require('android.bluetooth.BluetoothAdapter.LeScanCallback'),
 Activity = require('android.app.Activity'),
 activity = new Activity(Ti.Android.currentActivity);


var bm = BluetoothManager.cast(activity.getSystemService(Context.BLUETOOTH_SERVICE));
	var bluetoothAdapter = bm.getAdapter();
	console.log(bluetoothAdapter.isEnabled());
	var scanCallback = new LeScanCallback({
		onLeScan : function(device, rssi, data) {
			console.log('startScan');
​
		}
	});
	bluetoothAdapter.startLeScan(scanCallback);
{code}

",1,6,TIMOB-23165,5
Hyperloop: iOS: Delegate issue crashes app,"In the Hyperloop examples app when you try to test Donut Chart,Gravity or TableView example the app crashes with the following (or similiar) error log https://gist.github.com/anonymous/1dd160ab32b6b1e91e29b0de84962a43

the gist is for Gravity example. ",1,4,TIMOB-23154,5
Hyperloop iOS - Example project crashing on device,"Swift files not compiling for device, if ignored, the app will crash on one of the examples.",1,9,TIMOB-23144,5
Hyperloop: Blocks crashing,"When using https://gist.github.com/hansemannn/39d732b87b7db6e329d0, the app crashes after interacting with the dialog.  ",1,3,TIMOB-23132,5
"Android: Using Hyperloop module, App stuck on splash screen after closing and re-opening","h6.Reproduce Steps:
1. Download the example code from [Appcelerator Lab|http://labs.appcelerator.com/project/55f74a9f421c44837717716b/Hyperloop-Module]
2. Import the example to studio.
3. install the Hyperloop module.
4. Run the app to device or emulator.
5. Tap back button to close the app, then re-open it.

h6.Actual Result
App hangs on the splash screen. 

h6.Expect Result
Should work well.",1,4,TIMOB-23122,8
Hyperloop: Build doesn't work with 5.4.0,"Currently, Hyperloop does not work with the latest master, because we moved the <run-on-main-thread/> flag from the <ios> section to the root level of the tiapp.xml. 

Because we will make the main-thread enabled by default and people won't have the flag in new projects, we need to remove the check from the CLI hook.",1,4,TIMOB-20602,8
Windows: Support l10n application name,"Support localization for application name.

See also: [Windows 8.1 Store apps: Localize the information that describes your app to users|https://msdn.microsoft.com/en-us/library/hh454044.aspx]
",1,2,TIMOB-20481,5
Windows: Implement missing Ti.Locale functions,"Implement missing {{Ti.Locale}} properties.

- Ti.Locale.getCurrencyCode
- Ti.Locale.getCurrencySymbol
- Ti.Locale.getLocaleCurrencySymbol
- Ti.Locale.formatTelephoneNumber
",1,2,TIMOB-20480,5
Windows: Implement missing Ti.Locale properties,"Implement missing {{Ti.Locale}} properties.

- Ti.Locale.currentCountry
- Ti.Locale.currentLanguage
- Ti.Locale.currentLocale
",1,2,TIMOB-20478,5
Hyperloop is re-writing source JS then failing subsequent clean builds,"I posted this first (at length) with all the info and how to reproduce over on SO here : 

http://stackoverflow.com/questions/35663301/hyperloop-is-re-writing-source-js-then-failing-subsequent-clean-builds

I've just updated to the latest 5.2.0.GA and am trying a simple Hyperloop test app.

Building the app causes references to hyperloop code in the source JavaScript to be re-written. Then it will fail the next rebuild due to Skipping Hyperloop compile, no usage found ... error, since JS code was re-written...

",1,23,TIMOB-20469,8
Main Thread: Ti.Stream undefined when enabled and run via LiveView,"When setting <run-on-main-thread>true</run-on-main-thread> and running the app in iOS emulator with LiveView turned on, it throws:

undefined is not an object (evaluating 'Ti.Stream.pump') at app.js (line 231).

[ERROR] :  Script Error {
[ERROR] :      column = 16;
[ERROR] :      line = 231;
[ERROR] :      message = ""undefined is not an object (evaluating 'Ti.Stream.pump')"";
[ERROR] :      sourceURL = ""file:///Users/ophir/Library/Developer/CoreSimulator/Devices/046ECC44-60EC-4D29-B67E-A3370829EEE7/data/Containers/Bundle/Application/FC02DDCE-6E69-488E-BE43-BCFE5C27F7C3/Memoriez.app/app.js"";
[ERROR] :  }


These are my iOS settings:
 
        <enable-launch-screen-storyboard>true</enable-launch-screen-storyboard>
        <use-app-thinning>true</use-app-thinning>
        <run-on-main-thread>true</run-on-main-thread>
        <use-jscore-framework>true</use-jscore-framework>


If I just set run-on-main-thread to false then it will not show the error message and LiveView will work.",1,17,TIMOB-20425,5
Windows: Ti.Platform.version hard-coded for Windows 10,"We currently have Ti.Platform.version hard-coded to be ""10.0"" on Windows 10. We should investigate how to get the full version string (doesn't the code that worked on Windows 8.1 work on Windows 10?)",1,1,TIMOB-20171,5
Windows: Platform.version on Windows 10,"{{Ti.UI.Platform.version}} does not return valid OS version on Windows 10. It seems it's returning driver version or something now (on Surface Pro 3), so in the [PR 512|https://github.com/appcelerator/titanium_mobile_windows/pull/512] I've implemented it as returning fixed number {{""10.0""}} for a workaround.",1,7,TIMOB-20167,5
Windows: Window.fullscreen on Windows 10 doesn't work,"{{Ti.UI.Window.fullscreen}} property is not implemented on Windows 10.

{code:javascript}
var win = Ti.UI.createWindow({
    fullscreen: true
});
win.open();
{code}",1,1,TIMOB-20166,5
Windows: Windows 10 Mobile requires pfx,"When trying to deploy a Win 10 mobile app, they now require certs/keys like Windows Store apps do. We need to detect when there's no pfx and generate one like we do for store (or cheat and copy the temporary one from cmake's Templates/Windows folder for them to use).

We should probably just use the temporary key for dev, and have them generate an actual pfx for publishing/deploying.",1,2,TIMOB-20097,5
Android: Fix crash due to GC of UI native proxies in hyperloop,"If we generate a native UI proxy (say an android.view.View) and add it to a Titanium UI, we see crashes when the UI is GCed. This can bee easily seen in the hyperloop-examples repo. Once we go to an example where we generate a native view and add it to the UI from Titanium (like say Animate View example) and then go back to the main listing - causing a GC of the elements in that view, we see a crash of the app.",1,5,TIMOB-19903,8
Tio2: iOS device not working with TIO2 using latest ioslib,"{{tio2 --sdk 5.1.0.v20151026164636 --platform ios --target device ./}}
on titanium_mobile_tests will give the below error:
{code}
2015-11-02T08:39:16.573Z - tio2:        Writing new app.js: /var/folders/d5/xkn1gy8s6s70j_gch8wn6rwm0000gp/T/tio2_115102-89535-zdsy23/Resources/app.js
TypeError: Cannot read property 'udid' of undefined
    at /usr/local/lib/node_modules/tio2/lib/suite.js:525:132
    at /usr/local/lib/node_modules/tio2/node_modules/ioslib/lib/provisioning.js:311:11
    at /usr/local/lib/node_modules/tio2/node_modules/ioslib/lib/provisioning.js:242:11
    at FSReqWrap.cb [as oncomplete] (fs.js:212:19)
{code}
",0,0,TIMOB-19841,8
Titanium_mobile_tests: Test suites unable to build due to missing DefaultIcon.png,"When executing tio2 on the test suites in titanium_mobile_tests repo, it fails with missing DefaultIcon.png.",1,0,TIMOB-19840,5
CardView: contentPadding(X) and cardCornerRadius should use default unit,"The following sample and attached screenshot demonstrate that the 5 {{contentPadding}} properties and {{cardCornerRadius}} do not use the default unit but are a Number used with {{px}}.

It should use the default unit like all views.

{code:javascript}
var win = Ti.UI.createWindow({
	layout: 'vertical'
});

var card = Ti.UI.Android.createCardView({
	top: 20,
	left: 20,
	right: 20,

	contentPadding: 20,
	cardCornerRadius: 20
});

card.add(Ti.UI.createLabel({
	text: 'PADDING AND TEXT NOT AS EXPECTED',
	color: '#000'
}));

win.add(card);

var card = Ti.UI.Android.createCardView({
	top: 20,
	left: 20,
	right: 20,
	
	contentPaddingBottom: 20,
	contentPaddingLeft: 20,
	contentPaddingRight: 20,
	contentPaddingTop: 20,
	cardCornerRadius: 20
});

card.add(Ti.UI.createLabel({
	text: 'PADDING AND TEXT NOT AS EXPECTED',
	color: '#000'
}));

win.add(card);

var view = Ti.UI.createView({
	top: 20,
	left: 20,
	right: 20,

	height: Ti.UI.SIZE,

	borderRadius: 20,

	backgroundColor: 'white'
});

view.add(Ti.UI.createLabel({
	top: 20,
	right: 20,
	bottom: 20,
	left: 20,

	height: Ti.UI.SIZE,

	text: 'PADDING & RADIUS AS EXPECTED',
	color: '#000'
}));

win.add(view);

win.open();
{code}",1,6,TIMOB-19798,5
Android: CardView Layout property not working as expected,"The new {{Ti.UI.CardView}} is [documented|https://appcelerator.github.io/appc-docs/latest/#!/api/Titanium.UI.Android.CardView-property-layout] to support the {{layout}} property - as one would expect - but it does not behave as expected.

The following sample code and attached screenshot demonstrates that none of the {{layout}} values work and that whatever mechanism is used by default is not composite since the labels are aligned top left instead of the expected centre. The first card has a view to wrap the labels to show what I'd expect for the other vertical-card to be like. However, there as well is shows that thew view is not filling up the parent as it normally does.

{code:javascript}
var win = Ti.UI.createWindow({
	backgroundColor: 'white'
});

function createCard(layout, wrap) {

	var card = Ti.UI.Android.createCardView({
		top: 20,
		width: Ti.UI.FILL,
		height: 160,

		layout: layout
	});

	var view;

	if (wrap) {

		view = Ti.UI.createView({
			layout: layout
		});

		card.add(view);

	} else {
		view = card;
	}

	view.add(Ti.UI.createLabel({
		width: 50,
		height: 100,
		backgroundColor: 'green',
		text: (wrap ? 'reference' : layout) + ' in green'
	}));

	view.add(Ti.UI.createLabel({
		top: 10,
		width: 100,
		height: 50,
		backgroundColor: 'red',
		text: (wrap ? 'reference' : layout) + ' in red'
	}));

	return card;
}

var scrollView = Ti.UI.createScrollView({
	layout: 'vertical'
});

scrollView.add(createCard('vertical', true));
scrollView.add(createCard('composite'));
scrollView.add(createCard('vertical'));
scrollView.add(createCard('horizontal'));

win.add(scrollView);
win.open();
{code}",1,13,TIMOB-19796,8
titanium_mobile_tests will fail without DefaultIcon.png,"When executing tio2 on the test suites in titanium_mobile_tests repo, it fails with missing DefaultIcon.png.
",1,3,TIMOB-19788,5
Tio2: iOS Simulator not working with TIO2 using latest ioslib,"Tio2 currently cannot launch simulators using the latest ioslib. 
execute *tio2 -s 5.1.0.v20151026164636 -p ios -t simulator -l debug ./* in titanium_mobile_tests will fail to launch simulator, even though it's built successfully.",1,3,TIMOB-19787,8
Android: Modifying current/root activity's content view in app.js gets overwritten by default layout,"By default the Android TiBaseActivity will basically load app.js and then set a default layout. When the runtime is executed async (on the runtime thread) then this layout gets set before the user has time to modify the content view. If not using hyperloop, you have no ability to modify the content view.

So this issue is specific to hyperloop when running on the UI thread.

We should avoid overwriting with a default layout if the user's app has set the content view on the activity.",1,3,TIMOB-19766,5
Android: Scons crash when target for API 23,"Scons crashes with multiple errors when change the target build SDK to 23.
Step to reproduce:
1.Install SDK 23 via Android SDK Manager.
2. in SConstruct file (Titanium_Mobile -> SConstruct), modify android_sdk to 23 (this line):
sdk = AndroidSDK(ARGUMENTS.get(""android_sdk"", None), 23)

3. run scons and observe crash.",1,4,TIMOB-19420,5
iOS9: Ti.App.setForceSplashAsSnapshot(true); causes Yellow Multitasking and Notification popup screen,"h6.Issue Description
When using the method Ti.App.setForceSplashAsSnapshot(true); either multitasking or prompting for a notification a yellow screen is shown. On earlier SDKs it shows the splash screen. 

h6.Steps to reproduce 
1. Build attached app with Xcode 7 beta6 
2. Launch in iOS simuator  
3. Multi task, notice the yellow screen, it should be the splash screen.",1,3,TIMOB-19419,8
"iOS9: Upgrade coremotion module to support bitcode, rewrite code base","using Xcode 7 with {code}-fembed-bitcode{code} in *OTHER_CFLAGS*

You can verify by using {code} otool -l library.a > output{code}
Check the output file for a sectname __bitcode
",1,3,TIMOB-19386,8
iOS9: Upgrade map module to support bitcode,"using Xcode 7 with {code}-fembed-bitcode{code} in *OTHER_CFLAGS*

You can verify by using {code} otool -l library.a > output{code}
Check the output file for a sectname __bitcode",1,3,TIMOB-19385,3
Android: Enable building with android M preview ,"h5.Description:
1. The android M preview SDK is now out.
2. This new SDK is also marked as API 22.
3. While building its unclear if we are building with android M or android 5.1.1 as both are API22.
4. Removing android 5.1.1 & building fails with error:
{code}
To target Android SDK 22, you first must install it using the Android SDK manager.
Alternatively, you can set the <uses-sdk> in the <android> <manifest> section of the tiapp.xml to
one of the following installed Android target SDKs: 15, 16, 17, 18, 19, 20, 21
[ERROR] :  Target Android SDK 22 is not installed
<ti:app xmlns:ti=""http://ti.appcelerator.org"">
    <android>
        <manifest>
            <uses-sdk android:minSdkVersion=""10"" android:targetSdkVersion=""15"" />
        </manifest>
    </android>
</ti:app>
titanium exited with exit code 1
[ERROR] Application Installer abnormal process termination. Process exit value was 1
{code}
5. From the above error we see that our tools don't consider android M as API 22 (although it will probably be API 23 once it goes GA).

Please fix so that we can test android M till the time it is GA.

*On further looking into it found that the folder for android M in the platforms folder inside android sdk is named ""android-MNC"" which might be the reason for our tools not picking it up.*",1,10,TIMOB-18960,8
iOS: Fix segmentation faults in ios-sim,"ios-sim recently started supporting watch apps, but this new functionality introduced some segmentation faults. ios-sim needs to be cleaned up and should probably use ARC for managing memory.",1,2,TIMOB-18866,5
iOS: Fix packaging WatchKit apps for production,"Currently after packaging an iOS app (that includes a WatchKit app) for the app store, once you submit the app to iTunes Connect, you will get an email from Apple with the following message: 

{code}
Invalid WatchKit Support - The bundle contains an invalid implementation of WatchKit. The app may have been built or signed with non-compliant or pre-release tools. Visit developer.apple.com for more information.
{code}

At this point it seems that this issue is resolved by adding a folder and file to the archive before submitting it. The details regarding this workaround can be found here: https://jira.appcelerator.org/browse/TIMOB-18337?focusedCommentId=349764&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-349764

Once we get a positive response from Jamie and Mads (from TIMOB-18337) this will need to be done by the CLI",1,6,TIMOB-18840,5
Windows: Search header isn't visible in directory listing,The search bar/textfield isn't visible in the directory header. We need it ot be able to filter the list.,1,1,TIMOB-18740,5
Windows: ListView section headers' labels aren't visible,"You can see space for the headers/groupings, but there's nothing visible there.",1,1,TIMOB-18739,5
Windows: No way to navigate back to directory from profile in corporate directory app,"Once you navigate from the directory into the individual profile for a user, there's no way to navigate back. We _could_ hook up the back hardware button to go back a window, or we could implement something similar to a NavigationGroup/Window (TIMOB-17971).",1,2,TIMOB-18734,8
Windows: Images in ListView laying out improperly,"In the corporate directory app's directory view, the listing of sales engineers has a profile pic for each entry. Those images are mis-aligned.",1,3,TIMOB-18669,5
Windows: Map Annotations don't always show up on the map,"According to the Windows docs, MapIcons aren't guaranteed to be shown, nor are their titles. We also currently ignore the annotation color property. We may want to consider using an ImageView as the actual control instead of a MapIcon to try and ensure it's always shown.

See https://msdn.microsoft.com/en-us/library/windows/apps/xaml/dn792121.aspx",1,2,TIMOB-18638,8
Windows: Initial Map region isn't always obeyed,"I'm seeing an initial location somewhere in the South Pacific Ocean, in the middle of water, for the following code example:
{code:javascript}
var Map = require('ti.map');
var win = Titanium.UI.createWindow({
    backgroundColor: 'red'
});

var mountainView = Map.createAnnotation({
    latitude:37.390749,
    longitude:-122.081651,
    title:""Appcelerator Headquarters"",
    subtitle:'Mountain View, CA',
    pincolor:Map.ANNOTATION_RED,
    myid:1 // Custom property to uniquely identify this annotation.
});

var mapview = Map.createView({
    mapType: Map.NORMAL_TYPE,
    region: {
        latitude: 37.390749, longitude: -122.081651,
            latitudeDelta:0.00, longitudeDelta:0.00},
    animate:true,
    regionFit:true,
    userLocation:true,
    annotations:[mountainView]
});

win.add(mapview);
win.open();
{code}

I'm not sure if it's trying to set the region too early, using the wrong coordinates, or what.",1,1,TIMOB-18637,5
Windows: module generator uses bad formatting for generated files,"The generated hpp files are using 2 space indents, we use tab characters (and display them as 4-space width); the inner namespace (UI) is not indented, but should be; there's also an empty line between the namespaces, and there shouldn't be; The curly braces should be on the next line, but aren't; The closing of the inner namespace (UI) doesn't have a trailing comment, but should; there's a space after JSExport and there shouldn't be.

Here's what it generates:
{code:cpp}
#ifndef _TITANIUMWINDOWS_TABLEVIEWROW_HPP_
#define _TITANIUMWINDOWS_TABLEVIEWROW_HPP_

#include ""../detail/UIBase.hpp""

namespace TitaniumWindows {

namespace UI {

  using namespace HAL;

  /*!
    @class

    @discussion This is the Titanium.UI.TableViewRow implementation for Windows.
    */
  class TITANIUMWINDOWS_UI_EXPORT TableViewRow final : public Titanium::UI::TableViewRow, public JSExport <TableViewRow> {
// ...
  };
}
}  // namespace TitaniumWindows
#endif // _TITANIUMWINDOWS_TABLEVIEWROW_HPP_
{code}

versus a good example:
{code:cpp}
#ifndef _TITANIUMWINDOWS_UI_TEXTFIELD_HPP_
#define _TITANIUMWINDOWS_UI_TEXTFIELD_HPP_

#include ""TitaniumWindows/UI/detail/UIBase.hpp""
#include ""ViewBase.hpp""

namespace TitaniumWindows
{
	namespace UI
	{
		using namespace HAL;

		/*!
		  @class

		  @discussion This is the Titanium.UI.TextField implementation for
		  Windows.
		*/
		class TITANIUMWINDOWS_UI_EXPORT TextField final : public Titanium::UI::TextField, public JSExport<TextField>, public ViewBase
		{
// ...
		};
	} // namespace UI
} // namespace TitaniumWindows

#endif  // _TITANIUMWINDOWS_UI_TEXTFIELD_HPP_
{code}

On the cpp side, it's much closer. The inner namespace should be indented, but isn't; and the closing of the inner namespace doesn't have a trailing comment.",1,1,TIMOB-18521,3
Windows: References to Ti.Platform.displayCaps crash apps,"The corporate directory app refers to Ti.Platform.displayCaps.dpi, which crashes the app due to our assertion that the display__ field is not null. It appears that we haven't yet properly implemented when/how to populate that variable.",1,2,TIMOB-18458,8
Windows: Cmakelist template generated bad paths for nested folders in Resources,"There's two issues with the generated CMakeLists.txt from our template:
- nested folders are using slashes in the variable name, rather than replacing all slashes with underscores (only the first is getting replaced, not all slashes)
- The incorrect slash is being used to designate the destination relative path inside the app. We need to use '\', but are using '/'.

As a result when we try to build the app in Visual Studio it will complain about being unable to find files that do exist.",1,3,TIMOB-18457,5
iOS8: Ti.UI.iPhone.MODAL_TRANSITION_STYLE_PARTIAL_CURL not working properly,"*Steps to reproduce:*
1. Install KS on iOS 8 device.
2. Navigate to BaseUI>ModalWindows
3.Choose Partial Curl option from first Picker and any option from second Picker.
4. Click on Show Modal Button. 

{color:red}*Actual Result:*{color}
Option ""Ti.UI.iPhone.MODAL_TRANSITION_STYLE_PARTIAL_CURL"" on modalTransitionStyle property is not working as expected one corner of the current view does not curls up to reveal the modal view underneath.
Whole underneath modal view is visible. No curled view is visible. 


{color:green}*Expected Result:*{color}
Each pair selection should show the correct animation.
For the option ""Ti.UI.iPhone.MODAL_TRANSITION_STYLE_PARTIAL_CURL"" on modalTransitionStyle property 
one corner of the current view must curls up to reveal the modal view underneath.",1,3,TIMOB-17396,5
iOS8: KitchenSink: Views > Options Dialog: Pop up does not show up on iPad,"Steps to Reproduce:
1. Install KS on iOS 8 device.
2. Navigate to BaseUI>Views>Options Dialog 
3. Click on any option

Actual result: Option Dialog does not pop up.

Expected result: Option Dialog pop up should be shown with expected options.

Note: Same is working fine on iPhone iOS 8 and below versions.

Refer to the attached screenshot for your reference.
",1,2,TIMOB-17395,5
 iOS: SDK should have 0 compiler warnings (it currently has 9),"We should have 0 compiler warnings. An SDK that produces even 1 compiler warning should never make it to QE.

There are 64-Bit issues buried in these 159 warnings, so these issues need to be fixed before our SDK can be certified as 64-Bit clean.

This is Apple's guide to making source code ""64-bit clean"": [64-Bit Transition Guide for Cocoa Touch|https://developer.apple.com/library/ios/documentation/General/Conceptual/CocoaTouch64BitGuide]",1,8,TIMOB-16697,8
iOS: SDK should have under 10 compiler warnings (it currently has 159),SDK should have under 10 warnings for a customer application.,1,9,TIMOB-15118,8
Address documentation issues for Appcelerator Private from Enedis install,Address issues brought up in this doc: https://wiki.appcelerator.org/display/DevOps/ENEDIS+On-Premise+Installation#ENEDISOn-PremiseInstallation-3.Docissues/questions,1,2,TIDOC-2699,4
