Bug text,Issue key,Story point
"Run Keycloak/DM tests in staging Create a CI job that runs the Keycloak+DM tests on the developers.stage.redhat.com environment.

h2. Definition of Done
# A CI Job is created that triggers after developers.stage.redhat.com is updated
# The CI job can be run on demand, when the staging instances of keycloak and download manager are updated.
# Failures in the job are emailed to: [~ihamilto], [~lkrzyzanek] & [~velias]
",DEVELOPER-3666,3.0
"Drupal Static Export: Result links on StackOverflow page do not work The links on the StackOverflow results page do not work on the site export. I believe this is because the Angular code is using {{href}} on the links it is generating rather than {{ng-href}} which should resolve the problem.

*Definition of Done*

* Clicking on the links in the StackOverflow results on the site export of Drupal works as expected.",DEVELOPER-3454,2.0
"Drupal Static Export: Site navigation is broken when selecting a filter option on StackOverflow page The StackOverflow filtering uses history.pushState to store your previous filter in the browser history. The link set in the browser history is not correct when used in context of the Drupal static export.

The correct implementation of how to set the previous history can be seen at line 300 in search.js:

{code}
var searchPage = $window.location.protocol + '//' + $window.location.hostname + ($window.location.port ? (':' + $window.location.port) : '') + $window.location.pathname
      history.pushState($scope.params,$scope.params.query, searchPage + '?q=' + $scope.params.query);
{code}

*Definition of Done*

* Using the filtering options on the StackOverflow page does not break the site navigation on the static site export.
",DEVELOPER-3453,3.0
"Enable pull requests for Drupal We need to enable a Drupal build for each pull request.

h2. Definition of Done

* Drupal building is enabled for each pull-request.
* The Drupal server, built by the PR, is accessible (to view the site and login as an admin)
* The export of the site is accessible.
* The acceptance tests are ran against the export of the site
",DEVELOPER-3445,8.0
"Filtering of answers on StackOverflow page does not work in Drupal or export of site from Drupal The filtering of the answers on the StackOverflow page does not appear to work in Drupal or the static export of the site from Drupal.

*Definition of Done*

* Filtering of the StackOverflow answers works in Drupal
* Filtering of the StackOverflow answers works in the site export from Drupal",DEVELOPER-3420,5.0
"Images uploaded to Drupal appear to be missing. All images that have been uploaded to Drupal during the UAT window appear to be missing. 

Need to find out what has happened here.

*Definition of Done*

* Images do not go missing on Drupal and we know what happened",DEVELOPER-3418,5.0
"Rsync to staging and production file system locations fails as it tries to delete .snapshot directories The filesystem locations on filemgmt.jboss.org used for production and staging are backed up and hence contain a .snapshot directory.

The rsync command we use to rsync to these directories passes the {{--delete}} option and will therefore try to delete anything on the receiving side that is not present on the sending side. As the {{.snapshot}} directories are only on the receiving side, it tries to delete the directory, but this fails, causing the entire rsync process to fail.

The {{.snapshot}} directory should always be excluded from the rsync process.

*Definition of Done*

* It is possible to rsync to the production and staging locations on filemgmt.jboss.org


",DEVELOPER-3414,5.0
"No results found on Resources page when filtering by 'Blog Posts, Book, Knowledgebase Article / Solution in 'drupal-dev' environment. Steps to repro:
1. Navigate to resources page (http://docker:9000/resources.html)
2. Select to filter by Blog Posts, Book, or Knowledgebase Article / Solution

Expected:
Results are filtered by chosen filter

Actual:
""No results found"" for each of them (Code Artifact, Get Started, and Video filters are fine)

*Definition of Done*

* Filtering on the resources page works in Drupal instance in drupal-dev environment
* Filtering on the resources page works in export of site from Drupal in drupal-dev environment.

",DEVELOPER-3391,8.0
"No search results found on Search page in 'drupal-dev' environment. No search results found on Search page.

http://docker:9000/search.html?q=containers

Result:
No results found
Please try different keywords

*Definition of Done*

* Search results are found on the search page in the Drupal instance in the drupal-dev environment
* Search results are found on the export of Drupal in the drupal-dev environment

",DEVELOPER-3390,8.0
"Tabs not rendering correctly in product get started pages. See http://developer-drupal.web.prod.ext.phx2.redhat.com/products/rhel/get-started

1. Top tabs are rendering vertically rather than horizontally.
2. Step 4 tabs - separator not lining up correctly into columns.

See http://developer-drupal.web.prod.ext.phx2.redhat.com/products/softwarecollections/get-started-rhel7-nodejs  - Top tabs are also vertical.

*Definition of Done*

* Tabs render correctly when viewing the site in Drupal
* Tabs render correctly when viewing the static HTML export of the site

",DEVELOPER-3385,3.0
"Layout and styles on Topic sub pages are broken The following issues are present in all Topic sub-pages, (i.e. http://developers-pr.stage.redhat.com/pr/drupal/production/devops/overview.html):

* General issues:
** Page content and left-side nav are not aligned
** Missing space between the topic's banner image and the content
** Left-side nav always shows Overview as selected, even when you are on another sub-page
** Missing space between content and footer

",DEVELOPER-3380,5.0
"Top search bar returns a 404  Top search bar always returns a 404: 

""Not Found

The requested URL /search was not found on this server.""",DEVELOPER-3371,2.0
"Drupal UAT: Registration fails with ""Invalid parameter: redirect_uri"" When clicking on the Register link in the top menu from either Drupal itself or the export of the site from Drupal, the registration process immediately fails with an error: {{Invalid parameter: redirect_uri}}

*Definition of Done*

* It is possible to register from the Drupal version of developers.redhat.com
* It is possible to register from the exported site of developers.redhat.com",DEVELOPER-3370,5.0
"Navigation is broken while in ""admin"" See video
http://www.screencast.com/t/Oje9bKpKYNk

h2. Description of Done
The user is able to use the main site navigation while logged into Drupal without the mouseout side effect closing the navigation drop down.",DEVELOPER-3366,3.0
"Missing page ""/quickstarts/sandbox/contributing"" in Drupal and Site Export The page that should appear at {{/quickstarts/sandbox/contributing}} is missing from both the Drupal instance and also from the export of the site:

* http://developer-drupal.web.prod.ext.phx2.redhat.com/quickstarts/sandbox/contributing
* http://developers-pr.stage.redhat.com/pr/drupal/production/quickstarts/sandbox/contributing.html

The sitemap.xml seems to indicate that there is a '.' in the URL which is obviously not correct:

{code}
<url>
<loc>
http://developer-drupal.web.prod.ext.phx2.redhat.com/quickstarts/sandbox/./contributing
</loc>
<priority>0.5</priority>
<lastmod>2016-07-28T20:21:15-07:00</lastmod>
</url>
{code}

*Definition of Done*

* The {{/quickstarts/sandbox/contributing}} page appears on the Drupal instance and also export of the site



",DEVELOPER-3361,3.0
"Export process re-writes links generated by Angular It would appear that the export process is re-writing links that are generated by Angular. As an example, visit the following page:

* http://developers-pr.stage.redhat.com/pr/drupal/production/resources.html

Click on any of the search results and note that you are directed to a url containing a {{.r.html ending. 

*Definition of Done*

* Angular generated links are not re-written by the export process.
",DEVELOPER-3360,5.0
"Navigation on the search page of the export of the site is broken See the following page: http://developers-pr.stage.redhat.com/pr/drupal/production/search.html

Clicking on the majority of the navigation links on the page results in a 404.

*Definition of Done*

* Navigation from the search page works as expected.",DEVELOPER-3359,5.0
"Drupal UAT: Alias URL should default to URL'ified title To Reproduce:

* Go to Create Content
* Select ""Article""
* Enter required fields (omit the  URL alias)
* Click ""Save and Publish""

Example Article Title #23
example-article-title-23

h2. Definition of Done
# The article will not have a URL alias, and the URL will contain (seemingly) random numbers and letters. A URL alias should be required, and even more preferably, it should have a sensible default. Like taking the title of the article and applying toLowercase and replace spaces with dashes. Non alphanumeric characters should be deleted.
# Requester is happy with changes.
 ",DEVELOPER-3357,5.0
"Drupal UAT: Usability inconvenience -- Article URL must be prefixed with a '/' * Click Create Content
* Select Article
* Fill out required fields including URL (but don't use a leading '/' in the URL alias)
* Click ""Save and Publish""

The following error will be displayed (see attached image.)

I would expect that the leading slash would automatically be added.

h2. Definition of Done
# Article URL is prefixed with a '/' 
# Requester is happy with change",DEVELOPER-3356,5.0
"StackOverflow landing page does not show any questions No Stack questions are shown on the StackOverflow landing page, even after you filter. For example:

http://developer-drupal.web.prod.ext.phx2.redhat.com/stack-overflow#!filter-products=eap

h2. Definition of Done
# Stack overflow questions are correctly displayed (as per awestruct build)",DEVELOPER-3353,5.0
"Drupal UAT: All links point to "".html"" extension pages The links on the product page navigation menus and site primary navigation menus all appear to point to destinations that end with the "".html"" file suffix. This should not be the case, as all URLs on the site should end with '/'",DEVELOPER-3348,8.0
"Drupal : Home page ""Latest Content"" icons broken The links to the ""latest content"" icons are broken on the drupal production site.

http://developers-pr.stage.redhat.com/pr/drupal/production/

",DEVELOPER-3340,5.0
"Content fetched from DCP will always show the final_base_url in Drupal and not the local environment base_url  When we push content into Drupal using Awestruct, we use two different parameters to determine the URLs that are generated for the site. These parameters are:

* {{base_url}}: The environment specific URL of the site e.g. in the case of production Drupal: http://developer-drupal.web.prod.ext.phx2.redhat.com/
* {{final_base_url}}: The final URL of the site when is has been exported and is publicly available e.g. http://developers.redhat.com

When pushing content into the DCP as part of the Awestruct process, we must use the {{final_base_url}} value otherwise resources and other latest content will point to a URL that does not resolve to visitors of the publicly available site. This has the downside that when visiting the Drupal instance, you will always be directed to the public version of the site when clicking on a resource or latest content link because it too is using the {{final_base_url}} value.

It may be desirable for content to be linked relative to whatever environment it is running in rather than absolutely using {{final_base_url}}

*Definition of Done*

* It is possible to have content retrieved from the DCP linked relatively no matter which environment it is viewed in



",DEVELOPER-3339,3.0
"Missing 'require date' in export archive script The export_archiver.rb script is missing a 'require date' statement meaning that it fails when run from the command line.

*Definition of Done*

* The script works as expected when executed from the command line",DEVELOPER-3333,2.0
"Broken 'sign-up' link on Contributor page # Visit: http://developer-drupal.web.prod.ext.phx2.redhat.com/community/contributor
# Observe that 'SIGN ME UP!' goes to a 404",DEVELOPER-3330,5.0
"Export fails because Drupal cron is already executing By default, Drupal 8 configures itself to execute cron every 3 hours. A problem arises if we try to run an export whilst cron is running as part of this schedule.

As part of the export process we invoke cron on Drupal to ensure that the sitemap.xml is up-to-date with all pages. If cron is already executing, then this part of the process fails.

*Definition of Done*

* Disable automatic execution of cron on Drupal instance by default",DEVELOPER-3326,5.0
"Export fails due to ""http://default"" appearing in list of pages to export For some reason, after a few successful exports, the list of pages to be downloaded from Drupal is re-written to ""http://default"". I have only seen this so-far in the drupal-production environment. See an example here:

{code}
http://default/promotions/devnation-pass-giveaway
http://default/promotions/openjdk-promo
http://default/promotions/mongodb-cheatsheet
http://default/promotions/docker-cheatsheet
http://default/promotions/developers-salary-survey-2016
http://default/promotions/devnation-pass-giveaway-tnc
http://default/webinars/net-on-rhel-sneak-peek
http://default/webinars/registration-confirmation
http://default/promotions/microservices-for-java-developers
http://default/containers/adoption
http://default/containers/benefits
http://default/devops/buzz
http://default/devops/learn
http://default/containers/overview
http://default/devops/adoption
http://default/enterprise-java/buzz
http://default/enterprise-java/adoption
http://default/enterprise-java/learn
http://default/devops/overview
http://default/enterprise-java/overview
http://default/mobile/buzz
http://default/mobile/learn
http://default/mobile/overview
http://default/web-and-api-development/adoption
http://default/web-and-api-development/buzz
http://default/mobile/adoption
http://default/web-and-api-development/overview
http://default/web-and-api-development/learn
{code}

This causes the export process to fail completely as it cannot resolve the http://default hostname.

*Definition of Done*

* Try to understand why this happens
* The http://default name does not appear in the list of files to download.
",DEVELOPER-3324,5.0
"Action of search form is not re-written on export The action of the search form on each page is not re-written as part of the export. The result is that when the user submits the form, the browser sends them back to the Drupal instance and not the export of the site. Clearly this will break completely once the site is exported outside of the firewall and needs to be resolved.

*Definition of Done*

* The action of the search form is properly re-written on export",DEVELOPER-3323,8.0
"Red ""Get Started"" button on all Drupal product pages links to invalid page The red ""Get Started"" button at the top of every product page in the Drupal version of the site results in a 404 when clicked.

Please see attached image


*Definition of Done*

* The red ""Get Started"" pages work as expected in the Drupal version of the site",DEVELOPER-3318,5.0
"Export of site from production Drupal instance contains incorrect links and no resources There appear to be multiple issues with the export of the site from the production Drupal instance. In particular it would appear:

# Numerous links within the export are not correctly re-written
# Very few (if any) of the associated resources e.g. JS, CSS and images are fetched by the export

This appears to only be an issue in the drupal-production (and most likely drupal-staging) environments. Running the export locally within the drupal-dev environment seems to work as expected.

*Definition of Done*

* The behaviour of the export in the drupal-production environment works as expected
* The behaviour of the export in the drupal-staging environment works as expected",DEVELOPER-3317,5.0
"Top search field is not hidden on search results page in Drupal version of site The search box at the top of the page is not hidden on the search results page when using the Drupal version of the site.

*Definition of Done*

* The top search box is hidden on the search results page of the site when browsing in Drupal
* The top search box is hidden on the search results page of an export of the site from Drupal",DEVELOPER-3294,3.0
"Using the top search field on Drupal does not seem to work When using the search field in the top menu in Drupal, it does not appear to pick-up the search-term, instead acting as if I had searched for a blank term.

*Definition of Done*

* Using the search box at the top of the page within Drupal allows me to search
* Using the search box at the top of the page from an export of Drupal allows me to search ",DEVELOPER-3293,3.0
"Clicking on the result of a search in Drupal gives a 404 When I click on any of the results of a search in the Drupal version of the site, I get a 404.

*Definition of Done*

* Clicking on a search result when browsing the site in Drupal does not result in a 404
* Clicking on a search result when browsing an export of the site from Drupal does not result in a 404",DEVELOPER-3292,5.0
"Stackoverflow integration does not appear to work in Drupal When visiting /stack-overflow on the Drupal version of the site, it does not seem that any of the StackOverflow issues are loaded. This includes when I select different products from the drop-down list.

*Definition of Done*

* StackOverflow integration works as expected when browsing the site in Drupal
* StackOverflow integration works as expected when browsing an export of the site from Drupal",DEVELOPER-3291,5.0
"Some pages include a ""Submitted by admin"" tagline Some pages within Drupal seem to contain a ""submitted by admin"" tagline in the body of the page (see attached screenshot).

This needs to be removed.

*Definition of Done*

* The ""Submitted by admin"" tagline is removed from the body of the page",DEVELOPER-3288,3.0
"Main menu of Drupal version of site is not in sync with current site The main menu for the Drupal version of the site is not in sync with the existing version of the site and is missing some major functionality e.g. search, help drop-down.

*Definition of Done*

* The main menu on the Drupal version of the site is in-sync with the existing version of the site.",DEVELOPER-3286,3.0
"Drupal version of developers.redhat.com uses incorrect favicon The Drupal version of the site uses the default Drupal favicon rather than the developers.redhat.com favicon.

*Definition of Done*

* The Drupal version of the site uses the correct favicon",DEVELOPER-3285,2.0
"Compress the SQL file created as part of Drupal backup We have already run out of space in the Git repository used for backing up the Drupal production environment, mostly due to the size of the SQL dump. This file will only continue to grow, so we should compress it.

*Definition of Done*

* The SQL file in the Drupal backup is compressed",DEVELOPER-3282,3.0
"[Spike] Investigate moving SO page to re-use Angular.JS code used by search and resources Common JS code is used on both the /resources and /search pages. The /stack-overflow page is also very similar and could possibly make use of this shared code also. This would make it much easier to introduce more advanced features to the page such as pagination and filters. This issue is to check the feasibility of this approach.

h2. Definition of Done
# If after this Spike, the idea is sound, then a JIRA issue should be created describing the work needed to make this change.
# If after this Spike, the idea is not sound, then this issue should be updated explaing why this will not work.
# Wes has been consulted on this idea as part of his task of explaining the /resources and /search pages code",DEVELOPER-3277,8.0
"Drupal backups are failing to push to Github The backup job is now failing trying to push to Github. It fails with the following error:

{code}
error: RPC failed; result=22, HTTP code = 0
{code}

*Definition of Done*

* The backups are working again",DEVELOPER-3270,3.0
"Error importing /events/devnation/2016/index.html.slim into Drupal The following stacktrace is seen when importing the page /events/devnation/2016/index.html.slim

{code}
While processing file /events/devnation/2016/index.html.slim
An error occurred: ERROR: Failed to render: /_partials/video_player.html.slim
NoMethodError: undefined method `relative_source_path' for nil:NilClass
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/handlers/base_tilt_handler.rb:147:in `rescue in rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/handlers/base_tilt_handler.rb:128:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/handlers/layout_handler.rb:47:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/page.rb:143:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/page.rb:182:in `content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/extensions/partial.rb:40:in `partial'
/home/awestruct/gems/bundler/gems/aweplug-c89287eddc88/lib/aweplug/helpers/video/helpers.rb:23:in `render'
/home/awestruct/gems/bundler/gems/aweplug-c89287eddc88/lib/aweplug/helpers/video.rb:20:in `video_player'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:35:in `block (2 levels) in singleton class'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:19:in `each'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:19:in `block in singleton class'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:7:in `instance_eval'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:7:in `singleton class'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:5:in `__tilt_47390484992980'
/home/awestruct/gems/gems/tilt-2.0.2/lib/tilt/template.rb:164:in `call'
/home/awestruct/gems/gems/tilt-2.0.2/lib/tilt/template.rb:164:in `evaluate'
/home/awestruct/gems/gems/tilt-2.0.2/lib/tilt/template.rb:99:in `render'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/handlers/base_tilt_handler.rb:134:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/handlers/layout_handler.rb:47:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/page.rb:143:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:428:in `generate_page'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:404:in `block in generate_output'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:451:in `call'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:451:in `call_with_index'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:422:in `process_incoming_jobs'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:404:in `block in worker'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:395:in `fork'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:395:in `worker'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:386:in `block in create_workers'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:385:in `each'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:385:in `each_with_index'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:385:in `create_workers'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:327:in `work_in_processes'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:241:in `map'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:402:in `generate_output'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:121:in `run'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/cli/generate.rb:22:in `run'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/cli/invoker.rb:152:in `invoke_generate'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/cli/invoker.rb:74:in `invoke!'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/bin/awestruct:9:in `<top (required)>'
/home/awestruct/gems/bin/awestruct:23:in `load'
/home/awestruct/gems/bin/awestruct:23:in `<top (required)>'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli/exec.rb:63:in `load'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli/exec.rb:63:in `kernel_load'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli/exec.rb:24:in `run'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli.rb:304:in `exec'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor/command.rb:27:in `run'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor/invocation.rb:126:in `invoke_command'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor.rb:359:in `dispatch'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor/base.rb:440:in `start'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli.rb:11:in `start'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/exe/bundle:27:in `block in <top (required)>'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/friendly_errors.rb:98:in `with_friendly_errors'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/exe/bundle:19:in `<top (required)>'
/usr/local/bin/bundle:23:in `load'
/usr/local/bin/bundle:23:in `<main>'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/page.rb:158:in `rescue in rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/page.rb:141:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/page.rb:182:in `content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/extensions/partial.rb:40:in `partial'
/home/awestruct/gems/bundler/gems/aweplug-c89287eddc88/lib/aweplug/helpers/video/helpers.rb:23:in `render'
/home/awestruct/gems/bundler/gems/aweplug-c89287eddc88/lib/aweplug/helpers/video.rb:20:in `video_player'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:35:in `block (2 levels) in singleton class'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:19:in `each'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:19:in `block in singleton class'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:7:in `instance_eval'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:7:in `singleton class'
/home/awestruct/developer.redhat.com/events/devnation/2016/index.html.slim:5:in `__tilt_47390484992980'
/home/awestruct/gems/gems/tilt-2.0.2/lib/tilt/template.rb:164:in `call'
/home/awestruct/gems/gems/tilt-2.0.2/lib/tilt/template.rb:164:in `evaluate'
/home/awestruct/gems/gems/tilt-2.0.2/lib/tilt/template.rb:99:in `render'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/handlers/base_tilt_handler.rb:134:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/handlers/layout_handler.rb:47:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/page.rb:143:in `rendered_content'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:428:in `generate_page'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:404:in `block in generate_output'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:451:in `call'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:451:in `call_with_index'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:422:in `process_incoming_jobs'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:404:in `block in worker'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:395:in `fork'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:395:in `worker'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:386:in `block in create_workers'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:385:in `each'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:385:in `each_with_index'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:385:in `create_workers'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:327:in `work_in_processes'
/home/awestruct/gems/gems/parallel-1.9.0/lib/parallel.rb:241:in `map'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:402:in `generate_output'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/engine.rb:121:in `run'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/cli/generate.rb:22:in `run'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/cli/invoker.rb:152:in `invoke_generate'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/lib/awestruct/cli/invoker.rb:74:in `invoke!'
/home/awestruct/gems/bundler/gems/awestruct-1f0bba05cda0/bin/awestruct:9:in `<top (required)>'
/home/awestruct/gems/bin/awestruct:23:in `load'
/home/awestruct/gems/bin/awestruct:23:in `<top (required)>'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli/exec.rb:63:in `load'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli/exec.rb:63:in `kernel_load'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli/exec.rb:24:in `run'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli.rb:304:in `exec'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor/command.rb:27:in `run'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor/invocation.rb:126:in `invoke_command'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor.rb:359:in `dispatch'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/vendor/thor/lib/thor/base.rb:440:in `start'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/cli.rb:11:in `start'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/exe/bundle:27:in `block in <top (required)>'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/lib/bundler/friendly_errors.rb:98:in `with_friendly_errors'
/usr/local/lib/ruby/gems/2.1.0/gems/bundler-1.12.5/exe/bundle:19:in `<top (required)>'
/usr/local/bin/bundle:23:in `load'
/usr/local/bin/bundle:23:in `<main>'

{code}",DEVELOPER-3254,3.0
"Incorrect base URL is sent to Searchisko when running Awestruct against Drupal We use the site.base_url to set the base URL of the site. When using Drupal, this is set to the hostname of the VM not the final destination. For example in production, the base_url is set to:

http://developer-drupal.web.prod.ext.phx2.redhat.com/

and not 

http://developers.redhat.com

The reason for this is so that the content loads correctly when viewing Drupal. The export process rewrites the links to be relative so that it works correctly when delivered via developers.redhat.com.

The problem with the above is that we send the incorrect base_url into searchikso. For searchisko, we need to send developers.redhat.com and not developer-drupal.web.prod.ext.phx2.redhat.com.

*Definition of Done*

* The correct URL is sent to searchisko given the final destination of the site once

",DEVELOPER-3249,5.0
"Login/Logout is not working on export of site from Drupal The login and logout links are always present on the exported version of the site from Drupal. Clicking on either does nothing.

*Definition of Done*

* Login and logout links work as expected
* Either login or logout is shown depending upon whether or not the user is currently logged into the site.",DEVELOPER-3224,5.0
"Not all links appear to be re-written in export of site from Drupal Browsing around an export of the site from Drupal, it would appear that not all links get re-written properly. Two examples that I have found just by browsing the front-page:

* Technologies -> Red Hat Developer Toolset still points to the Drupal instance
* Developers Salary Survey still points to the Drupal instance

My first guess as to why this is happening is that the links in the page are suffixed with a ""/"" whereas in the sitemap.xml there is no trailing ""/"". I suspect that Httack sees the trailing slash and determines that the page is trying to link to a directory rather than another page, sees that it doesn't have that directory in its fetch list and hence leaves it as is.

It is worth noting that the content has been exported OK e.g. the .html file exists where you expect it to.

*Definition of Done*

* All incorrectly re-written links are investigated and resolved
",DEVELOPER-3223,3.0
"Review all URLs created as part of the content import process into Drupal During the content import process, I am seeing some URLs being created that don't seem to make sense. As an example I have seen the following:

# /quickstarts/datagrid/./index.html
# /ticket-monster/****html5/index.html

The URL being created is currently only reported if there is an issue creating it and it is retried. It would be useful if the URL being created was reported at all times so that we can at least sanity check what content is being pushed into Drupal.

*Definition of Done*

* Check that all content is being created on the expected URL
* Output the URL that is being created in Drupal at all times",DEVELOPER-3212,8.0
