Bug text root form,Issue key,Story point
android : unabl build android 8.0 devic emul android 8.0 preview tri build devic i receiv error . h4 . step reproduc : # creat default applic { { appc new } } # build android devic run 8.0 { { appc run -p android -t devic -l trace } } h4 . actual { noformat } 2017-06-27t17:02:19.391z | error | an uncaught except thrown ! can read properti 'cyan ' undefin 2017-06-27t17:02:19.391z | error | can read properti 'cyan ' undefin 2017-06-27t17:02:19.391z | trace | typeerror : can read properti 'cyan ' undefin setdeviceid ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/android/cli/commands/_build.js:1273:61 ) androidbuilder.valid ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/android/cli/commands/_build.js:1339:8 ) object.exports.validateplatformopt ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/titanium.js:672:69 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/cli/commands/build.js:278:21 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/cli/commands/build.js:458:4 /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/lib/environ.js:271:4 childprocess.exithandl ( child_process.js:195:7 ) emittwo ( events.js:106:13 ) childprocess.emit ( events.js:191:7 ) maybeclos ( internal/child_process.js:886:16 ) socket. < anonym > ( internal/child_process.js:342:11 ) emiton ( events.js:96:13 ) socket.emit ( events.js:188:7 ) pipe._handle.clos [ _onclos ] ( net.js:497:12 ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - object.exports.execfil ( child_process.js:287:9 ) exports.exec ( child_process.js:103:18 ) /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/lib/environ.js:267:3 /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:3694:9 /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:356:16 replenish ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:877:25 ) iterateecallback ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:867:17 ) /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:840:16 /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:3691:13 appli ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:21:25 ) /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:56:12 /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/lib/environ.js:234:7 childprocess.exithandl ( child_process.js:195:7 ) emittwo ( events.js:106:13 ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - object.exports.execfil ( child_process.js:287:9 ) exports.exec ( child_process.js:103:18 ) /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/lib/environ.js:227:6 /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:3686:9 replenish ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:882:17 ) /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:886:9 eachoflimit ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:913:22 ) /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:918:16 _parallel ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:3685:5 ) object.seri ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:4525:3 ) object.getosinfo ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/lib/environ.js:223:8 ) function.logger.log.init ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/cli/commands/build.js:429:11 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/cli/commands/build.js:265:15 cli.callcommandvalid ( /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/lib/cli.js:720:7 ) /users/josh/.appcelerator/install/6.2.2/package/node_modules/titanium/node_modules/node-appc/node_modules/async/dist/async.js:3686:9 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - object.run ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-appc/lib/subprocess.js:59:8 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:325:21 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3830:24 eachofarraylik ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:1003:9 ) eachof ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:1051:5 ) _parallel ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3829:5 ) object.parallellimit [ parallel ] ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3912:5 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:309:9 childprocess. < anonym > ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-appc/lib/subprocess.js:60:3 ) emittwo ( events.js:106:13 ) childprocess.emit ( events.js:191:7 ) maybeclos ( internal/child_process.js:886:16 ) socket. < anonym > ( internal/child_process.js:342:11 ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - object.run ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-appc/lib/subprocess.js:59:8 ) getvminfo ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:306:18 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:447:4 object.detect ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:38:41 ) object.isemul ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:445:7 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulator.js:188:13 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3830:24 eachofarraylik ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:1003:9 ) eachof ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:1051:5 ) _parallel ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3829:5 ) object.parallellimit [ parallel ] ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3912:5 ) emulatormanager.isemul ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulator.js:182:8 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:391:12 conn.exec.bufferuntilclos ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:493:5 ) connection. < anonym > ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:252:4 ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - socket.readable.on ( _stream_readable.js:687:35 ) connection.exec ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:249:9 ) adb. < anonym > ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:492:9 ) connection. < anonym > ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:172:8 ) emiton ( events.js:96:13 ) socket.emit ( events.js:188:7 ) readableaddchunk ( _stream_readable.js:176:18 ) socket.readable.push ( _stream_readable.js:134:10 ) tcp.onread ( net.js:547:20 ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - socket.readable.on ( _stream_readable.js:687:35 ) connection.exec ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:120:9 ) adb.shel ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:488:7 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:352:8 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3830:24 replenish ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:946:17 ) iterateecallback ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:931:17 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:906:16 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3835:13 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/adb.js:393:6 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulator.js:198:4 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3838:9 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:421:16 iteratorcallback ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:998:13 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:906:16 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - object.run ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-appc/lib/subprocess.js:59:8 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:325:21 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3830:24 eachofarraylik ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:1003:9 ) eachof ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:1051:5 ) _parallel ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3829:5 ) object.parallellimit [ parallel ] ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3912:5 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:309:9 childprocess. < anonym > ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-appc/lib/subprocess.js:60:3 ) emittwo ( events.js:106:13 ) childprocess.emit ( events.js:191:7 ) maybeclos ( internal/child_process.js:886:16 ) socket. < anonym > ( internal/child_process.js:342:11 ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - object.run ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-appc/lib/subprocess.js:59:8 ) getvminfo ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:306:18 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:447:4 final ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:179:4 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:234:6 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:386:4 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3838:9 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:421:16 iteratorcallback ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:998:13 ) /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:906:16 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/node_modules/async/dist/async.js:3835:13 /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-titanium-sdk/lib/emulators/genymotion.js:381:7 childprocess. < anonym > ( /users/josh/library/appl support/titanium/mobilesdk/osx/6.1.1.v20170626160851/node_modules/node-appc/lib/subprocess.js:60:3 ) emittwo ( events.js:106:13 ) { noformat } h4 . expect no error shown build success,TIMOB-24900,5
"window : hyperloop addeventlisten n't work use hyperloop { { addeventlisten } } throw `` unknow except '' . { code } var win = ti.ui.createwindow ( { backgroundcolor : 'green ' } ) , button = requir ( 'windows.ui.xaml.controls.button ' ) , button = new button ( ) ; button.cont = `` push '' ; button.addeventlisten ( 'tap ' , function ( e ) { alert ( 'push ' ) ; } ) ; win.add ( button ) ; win.open ( ) ; { code } * expect * push `` push '' button show `` push '' dialog . * note * after investig , i found point titanium sdk updat , updat { { uglify-j } } look like contain break chang . uglify-j n't resolv constructor ( { { init } } properti { { ast_symbol } } [ scope analyzer|http : //lisperator.net/uglifyjs/scop ] . it look like break chang , mayb uglify-j 2.8.x , i saw uglify-j 2.7.x ( titanium sdk { { 6.1.0.v20170315131319 } } ) work fine .",TIMOB-24595,8
"correct nsp/retire.j error node-appc note also uglifi error jade ( pug ) 's dev depend , ignor .",TIMOB-24398,5
"window : unabl `` new '' easclientdeviceinform follow initi hyperloop pr , origin report [ ~gmathew ] . attempt creat instanc constructor { { windows.security.exchangeactivesyncprovisioning.easclientdeviceinform } } fail . it end throw { { null constructor } } error . { code } var easclientdeviceinform = requir ( 'windows.security.exchangeactivesyncprovisioning.easclientdeviceinform ' ) , deviceinfo = new easclientdeviceinform ( ) ; alert ( 'systemfirmwarevers : ' + json.stringifi ( deviceinfo.systemfirmwarevers ) ) ; { code }",TIMOB-24147,5
"hyperloop : io - support use_framework flag cocoapod when use_framework ! includ podfil , link fail due framework look wrong locat . even framework place expect locat , app crash upon execut . detail provid . i discov issu tri use swift cocoapod , easili reproduc use hyperloop_sampl app well . i describ step reproduc case . 1 . for hyperloop_sampl , simpli add ` use_framework ! ` begin podfil chang platform 8.0 ( framework support io 8+ ) . chang min-ios-v 8.0 tiapp.xml well . as expect , instead creat static librari , framework pod creat instead . these seen insid ` build/release-iphonesimul ` . the first issu come link . the framework expect ` build/iphone/build/products/debug-iphonesimul ` seen attach build log ( see sample.log ) , search glcalendarview see expect locat framework line 4466 . i tri manual copi 3 framework ` build/release-iphonesimul ` ` build/iphone/build/products/debug-iphonesimul ` allow app built , run simul , immedi crash , see attach crash log ( sample.crash ) . i 'm real sure problem , error `` librari load '' reason `` imag found '' . 2 . next , i creat new project , enabl hyperloop , tri use swift cocoapod . swift pod requir use ` use_framework ! ` , without issu resolv , unabl use swift pod . i 've attach podfil ( see podfil ) . i tri build without referenc pod podfil , test , app build , crash well , see ( swift.crash ) .",TIMOB-23570,8
"hyperloop : io : error built ticor h4 . step reproduc 1. use latest timob master latest hyperloop master . ( see env ^ ) 2 . * appc new -- classic * 3. instal hyperloop modul . configur tiapp.xml accordingli : { code } < modul > < modul platform= '' iphon '' > hyperloop < /modul > < /modul > < plugin > < plugin > hyperloop < /plugin > < /plugin > { code } 4. write app.j http : //gist.github.com/hansemannn/3ea14512f894bc507a5cea57336b7f77 5 . * appc run -p io * h4 . expect result app build normal show 2 color squar h4 . actual result red screen death . attach . if includ { code } < io > < use-jscore-framework > true < /use-jscore-framework > < /io > { code } work . set fals , red screen death .",TIMOB-23446,8
"hyperloop : android - unabl call method accept byte [ ] argument { code : javascript } descriptor.setvalu ( bluetoothgattdescriptor.enable_notification_valu ) ; { code } result : { code } hyperloopproxi : ( main ) [ 3454,3454 ] unabl resolv method call . class : android.bluetooth.bluetoothgattdescriptor , method name : setvalu , arg : [ [ ljava.lang.object ; @ 3f4 { code } see http : //developer.android.com/reference/android/bluetooth/bluetoothgattdescriptor.html # setvalu ( byte [ ] )",TIMOB-23267,5
"hyperloop : android n't convert char/char [ ] /charact we convers char/char [ ] /charact kroll/v8 bridg - n't handl special hyperloop code - i assum right 'll tri wrap hyperloop proxi fail miser . from discuss http : //github.com/appcelerator/hyperloop.next/pull/16 ideal i think : - accept js string argument/field accept character/char/char [ ] - string singl char/charact one charact , take first char string spit nasti warn log . - when method/field return char/char [ ] /charact , convert java string bridg convert js string us .",TIMOB-23213,5
"hyperloop : android ca n't access field primit array type when tri instanti bluetoothgattdescriptior { code : java } var bgd = new bluetoothgattdescriptor ( ) ; { code } follow error log appear : { code : java } [ warn ] : w/system.err : java.lang.nosuchmethodexcept : < init > [ ] [ warn ] : w/system.err : java.lang.class.getconstructor ( class.java:531 ) [ warn ] : w/system.err : java.lang.class.getconstructor ( class.java:495 ) [ warn ] : w/system.err : hyperloop.hyperlooputil.resolveconstructor ( hyperlooputil.java:297 ) [ warn ] : w/system.err : hyperloop.classproxy.newinst ( classproxy.java:80 ) [ warn ] : w/system.err : org.appcelerator.kroll.runtime.v8.v8function.nativeinvok ( nativ method ) [ warn ] : w/system.err : org.appcelerator.kroll.runtime.v8.v8function.callsync ( v8function.java:57 ) [ warn ] : w/system.err : org.appcelerator.kroll.runtime.v8.v8function.handlemessag ( v8function.java:82 ) [ warn ] : w/system.err : android.os.handler.dispatchmessag ( handler.java:98 ) [ warn ] : w/system.err : android.os.looper.loop ( looper.java:145 ) [ warn ] : w/system.err : android.app.activitythread.main ( activitythread.java:5951 ) [ warn ] : w/system.err : java.lang.reflect.method.invok ( nativ method ) [ warn ] : w/system.err : java.lang.reflect.method.invok ( method.java:372 ) [ warn ] : w/system.err : com.android.internal.os.zygoteinit $ methodandargscaller.run ( zygoteinit.java:1400 ) [ warn ] : w/system.err : com.android.internal.os.zygoteinit.main ( zygoteinit.java:1195 ) [ warn ] : w/system.err : java.lang.arrayindexoutofboundsexcept : length=0 ; index=0 [ warn ] : w/system.err : hyperloop.hyperlooputil.convert ( hyperlooputil.java:166 ) [ warn ] : w/system.err : hyperloop.classproxy.newinst ( classproxy.java:89 ) [ warn ] : w/system.err : org.appcelerator.kroll.runtime.v8.v8function.nativeinvok ( nativ method ) [ warn ] : w/system.err : org.appcelerator.kroll.runtime.v8.v8function.callsync ( v8function.java:57 ) [ warn ] : w/system.err : org.appcelerator.kroll.runtime.v8.v8function.handlemessag ( v8function.java:82 ) [ warn ] : w/system.err : android.os.handler.dispatchmessag ( handler.java:98 ) [ warn ] : w/system.err : android.os.looper.loop ( looper.java:145 ) [ warn ] : w/system.err : android.app.activitythread.main ( activitythread.java:5951 ) [ warn ] : w/system.err : java.lang.reflect.method.invok ( nativ method ) [ warn ] : w/system.err : java.lang.reflect.method.invok ( method.java:372 ) [ warn ] : w/system.err : com.android.internal.os.zygoteinit $ methodandargscaller.run ( zygoteinit.java:1400 ) [ warn ] : w/system.err : com.android.internal.os.zygoteinit.main ( zygoteinit.java:1195 ) [ error ] : tiexceptionhandl : ( main ) [ 15625,21062 ] -- -- - titanium javascript runtim error -- -- - [ error ] : tiexceptionhandl : ( main ) [ 1,21063 ] - in hyperloop/android.bluetooth.bluetoothgattdescriptor.js:1,69 [ error ] : tiexceptionhandl : ( main ) [ 1,21064 ] - messag : uncaught error : length=0 ; index=0 [ error ] : tiexceptionhandl : ( main ) [ 1,21065 ] - sourc : ame ? argument [ 0 ] : android.bluetooth.bluetoothgattdescriptor [ `` class '' ] .newinstanc [ error ] : v8except : except occur hyperloop/android.bluetooth.bluetoothgattdescriptor.js:1 : uncaught error : length=0 ; index=0 { code } other issu relat bluetoothgattcharacterist , tri access 's method , instanti cast follow error show : { code : java } [ error ] : tiexceptionhandl : ( main ) [ 12908,12908 ] -- -- - titanium javascript runtim error -- -- - [ error ] : tiexceptionhandl : ( main ) [ 1,12909 ] - in ti : /module.js:280,9 [ error ] : tiexceptionhandl : ( main ) [ 0,12909 ] - messag : uncaught error : request modul found : [ b [ error ] : tiexceptionhandl : ( main ) [ 1,12910 ] - sourc : throw new error ( `` request modul found : `` + request ) ; [ error ] : v8except : except occur ti : /module.js:280 : uncaught error : request modul found : [ b { code }",TIMOB-23198,5
"hyperloop : android - java primit array wrap hyperloop proxi improperli thi fail : { code : javascript } var build = requir ( 'android.os.build ' ) ; build.supported_abi [ 0 ] ; { code } the error report say someth unabl requir model , name someth like l [ string @ ergsdgf ; basic , look like 're wrap primit string array hyperloop proxi , rather let bridg handl convers us . right code determin wrap n't specif enough allow pass : { code : java } return item == null || item instanceof krollproxi || item instanceof integ || item instanceof doubl || item instanceof float || item instanceof byte || item instanceof short || item instanceof long || item instanceof hashmap || item instanceof string || item instanceof boolean || item instanceof date ; { code }",TIMOB-23179,5
"hyperloop : android anonym interfac implement need default implement equals/hashcode/tostr tri implement ble scanner follow error return : { code : java } [ error ] : hyperloopproxi : ( main ) [ 828,2867 ] except thrown invoc method : public boolean android.bluetooth.bluetoothadapter.startlescan ( android.bluetooth.bluetoothadapt $ lescancallback ) , arg : [ null ] [ error ] : hyperloopproxi : java.lang.nullpointerexcept : expect unbox 'int ' primit type return null [ error ] : hyperloopproxi : $ proxy0.hashcod ( unknown sourc ) [ error ] : hyperloopproxi : java.util.collections.secondaryhash ( collections.java:3405 ) [ error ] : hyperloopproxi : java.util.hashmap.containskey ( hashmap.java:325 ) [ error ] : hyperloopproxi : android.bluetooth.bluetoothadapter.startlescan ( bluetoothadapter.java:2189 ) [ error ] : hyperloopproxi : android.bluetooth.bluetoothadapter.startlescan ( bluetoothadapter.java:2157 ) [ error ] : hyperloopproxi : java.lang.reflect.method.invok ( nativ method ) [ error ] : hyperloopproxi : java.lang.reflect.method.invok ( method.java:372 ) [ error ] : hyperloopproxi : hyperloop.baseproxy.invokemethod ( baseproxy.java:133 ) [ error ] : hyperloopproxi : hyperloop.baseproxy.callnativefunct ( baseproxy.java:115 ) [ error ] : hyperloopproxi : org.appcelerator.kroll.runtime.v8.v8object.nativefireev ( nativ method ) [ error ] : hyperloopproxi : org.appcelerator.kroll.runtime.v8.v8object.fireev ( v8object.java:62 ) [ error ] : hyperloopproxi : org.appcelerator.kroll.krollproxy.dofireev ( krollproxy.java:918 ) [ error ] : hyperloopproxi : org.appcelerator.kroll.krollproxy.handlemessag ( krollproxy.java:1141 ) [ error ] : hyperloopproxi : org.appcelerator.titanium.proxy.tiviewproxy.handlemessag ( tiviewproxy.java:356 ) [ error ] : hyperloopproxi : ti.modules.titanium.ui.widget.listview.listviewproxy.handlemessag ( listviewproxy.java:312 ) [ error ] : hyperloopproxi : android.os.handler.dispatchmessag ( handler.java:98 ) [ error ] : hyperloopproxi : android.os.looper.loop ( looper.java:145 ) [ error ] : hyperloopproxi : android.app.activitythread.main ( activitythread.java:5951 ) [ error ] : hyperloopproxi : java.lang.reflect.method.invok ( nativ m [ error ] : hyperloopproxi : java.lang.reflect.method.invok ( method.java:372 ) [ error ] : hyperloopproxi : com.android.internal.os.zygoteinit $ methodandargscaller.run ( zygoteinit.java:1400 ) [ error ] : hyperloopproxi : com.android.internal.os.zygoteinit.main ( zygoteinit.java:1195 ) { code } code reproduc : { code : java } var bluetoothmanag = requir ( 'android.bluetooth.bluetoothmanag ' ) , bluetoothdevic = requir ( 'android.bluetooth.bluetoothdevic ' ) , context = requir ( 'android.content.context ' ) lescancallback = requir ( 'android.bluetooth.bluetoothadapter.lescancallback ' ) , activ = requir ( 'android.app.act ' ) , activ = new activ ( ti.android.currentact ) ; var bm = bluetoothmanager.cast ( activity.getsystemservic ( context.bluetooth_servic ) ) ; var bluetoothadapt = bm.getadapt ( ) ; console.log ( bluetoothadapter.isen ( ) ) ; var scancallback = new lescancallback ( { onlescan : function ( devic , rssi , data ) { console.log ( 'startscan ' ) ; ​ } } ) ; bluetoothadapter.startlescan ( scancallback ) ; { code }",TIMOB-23165,5
"hyperloop : io : deleg issu crash app in hyperloop exampl app tri test donut chart , graviti tableview exampl app crash follow ( similiar ) error log http : //gist.github.com/anonymous/1dd160ab32b6b1e91e29b0de84962a43 gist graviti exampl .",TIMOB-23154,5
"hyperloop io - exampl project crash devic swift file compil devic , ignor , app crash one exampl .",TIMOB-23144,5
"hyperloop : block crash when use http : //gist.github.com/hansemannn/39d732b87b7db6e329d0 , app crash interact dialog .",TIMOB-23132,5
"android : use hyperloop modul , app stuck splash screen close re-open h6.reproduc step : 1 . download exampl code [ appceler lab|http : //labs.appcelerator.com/project/55f74a9f421c44837717716b/hyperloop-modul ] 2 . import exampl studio . 3. instal hyperloop modul . 4 . run app devic emul . 5 . tap back button close app , re-open . h6.actual result app hang splash screen . h6.expect result should work well .",TIMOB-23122,8
