Bug text root form,issue key,Story point
"test not pass : iteratingqueryit fail due bad serial tri deseri markededg edg abstractcursorseri line 47 2015-05-08 14:33:25,926 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117205920001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a69ba0a-f5c1-11e4-ab26-47475f9887d5 , type='test ' } , version=7a69ba63-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:25,942 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117205934001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a6bdcea-f5c1-11e4-8198-83878cd74a93 , type='test ' } , version=7a6c0456-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:25,957 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117205949001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a6e26da-f5c1-11e4-8f8d-9b115b1298d8 , type='test ' } , version=7a6e2739-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:25,970 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117205964001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a7070ca-f5c1-11e4-9deb-7d7bf418ca86 , type='test ' } , version=7a70712c-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:25,984 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117205978001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a7293aa-f5c1-11e4-8cbc-6b63f058386d , type='test ' } , version=7a72bb1f-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:25,998 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117205991001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a748f7a-f5c1-11e4-b755-cfcc9cf90313 , type='test ' } , version=7a748fe2-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:26,013 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117206006001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a76d96a-f5c1-11e4-b6ba-5103774b6f21 , type='test ' } , version=7a7700e5-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:26,027 debug ( main ) indexserviceimpl - ad edg indexedgeimpl { timestamp=1431117206021001 } searchedgeimpl { nodeid=simpleid { uuid=7a1f1c82-f5c1-11e4-9ef9-324ce75ff58b , type='appl ' } , name='zzzcollzzz|test ' , nodetype=target } batch entiti entiti { id=simpleid { uuid=7a79235a-f5c1-11e4-a640-1f069a6b43c9 , type='test ' } , version=7a7923c8-f5c1-11e4-9ef9-324ce75ff58b } 2015-05-08 14:33:26,112 info ( main ) indexrefreshcommandimpl - found record refresh uuid : 7a7c0980-f5c1-11e4-b2bd-5994708e0639 took ms:75 2015-05-08 14:33:26,112 info ( main ) iteratingqueryit - write took 571 ms disconnect target vm , address : '127.0.0.1:49588 ' , transport : 'socket' 2015-05-08 14:34:59,660 info ( main ) coreappl - test allinconnectionnotyp ( org.apache.usergrid.persistence.query.iteratingqueryit ) : finish applic org.apache.usergrid.corepersistence.pipeline.cursor.cursorparseexcept : unabl deseri valu org.apache.usergrid.corepersistence.pipeline.cursor.abstractcursorserializer.fromjsonnod ( abstractcursorserializer.java:51 ) org.apache.usergrid.corepersistence.pipeline.cursor.requestcursor.getcursor ( requestcursor.java:75 ) org.apache.usergrid.corepersistence.pipeline.pipelinecontext.getcursor ( pipelinecontext.java:68 ) org.apache.usergrid.corepersistence.pipeline.read.abstractpathfilter.getseekvalu ( abstractpathfilter.java:50 ) org.apache.usergrid.corepersistence.pipeline.read.graph.abstractreadgraphfilter.lambda $ call $ 2 ( abstractreadgraphfilter.java:73 ) org.apache.usergrid.corepersistence.pipeline.read.graph.abstractreadgraphfilt $ $ lambda $ 100/1957269967.call ( unknown sourc ) rx.internal.operators.operatormap $ 1.onnext ( operatormap.java:55 ) rx.internal.operators.operatormap $ 1.onnext ( operatormap.java:55 ) rx.internal.util.scalarsynchronousobserv $ 1.call ( scalarsynchronousobservable.java:43 ) rx.internal.util.scalarsynchronousobserv $ 1.call ( scalarsynchronousobservable.java:32 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observ $ 1.call ( observable.java:144 ) rx.observ $ 1.call ( observable.java:136 ) rx.observable.subscrib ( observable.java:7585 ) rx.internal.operators.blockingoperatortoiterator.toiter ( blockingoperatortoiterator.java:53 ) rx.observables.blockingobservable.getiter ( blockingobservable.java:156 ) org.apache.usergrid.corepersistence.results.observablequeryexecutor.hasnext ( observablequeryexecutor.java:114 ) org.apache.usergrid.corepersistence.results.observablequeryexecutor.next ( observablequeryexecutor.java:124 ) org.apache.usergrid.corepersistence.cprelationmanager.searchconnectedent ( cprelationmanager.java:948 ) org.apache.usergrid.corepersistence.cpentitymanager.searchconnectedent ( cpentitymanager.java:1546 ) org.apache.usergrid.persistence.query.iteratingqueryit $ connectionnotypehelper.getresult ( iteratingqueryit.java:278 ) org.apache.usergrid.persistence.query.iteratingqueryit.allin ( iteratingqueryit.java:1130 ) org.apache.usergrid.persistence.query.iteratingqueryit.allinconnectionnotyp ( iteratingqueryit.java:71 ) sun.reflect.nativemethodaccessorimpl.invoke0 ( nativ method ) sun.reflect.nativemethodaccessorimpl.invok ( nativemethodaccessorimpl.java:62 ) sun.reflect.delegatingmethodaccessorimpl.invok ( delegatingmethodaccessorimpl.java:43 ) org.junit.runners.model.frameworkmethod $ 1.runreflectivecal ( frameworkmethod.java:50 ) org.junit.internal.runners.model.reflectivecallable.run ( reflectivecallable.java:12 ) org.junit.runners.model.frameworkmethod.invokeexplos ( frameworkmethod.java:47 ) org.junit.internal.runners.statements.invokemethod.evalu ( invokemethod.java:17 ) org.apache.usergrid.coreappl $ 1.evalu ( coreapplication.java:145 ) org.junit.rules.runrules.evalu ( runrules.java:20 ) org.junit.runners.parentrunner.runleaf ( parentrunner.java:325 ) org.junit.runners.blockjunit4classrunner.runchild ( blockjunit4classrunner.java:78 ) org.junit.runners.blockjunit4classrunner.runchild ( blockjunit4classrunner.java:57 ) org.junit.runners.parentrunn $ 3.run ( parentrunner.java:290 ) org.junit.runners.parentrunn $ 1.schedul ( parentrunner.java:71 ) org.junit.runners.parentrunner.runchildren ( parentrunner.java:288 ) org.junit.runners.parentrunner.access $ 000 ( parentrunner.java:58 ) org.junit.runners.parentrunn $ 2.evalu ( parentrunner.java:268 ) org.apache.usergrid.coreitsetupimpl $ 1.evalu ( coreitsetupimpl.java:76 ) org.junit.rules.runrules.evalu ( runrules.java:20 ) org.junit.runners.parentrunner.run ( parentrunner.java:363 ) org.junit.runner.junitcore.run ( junitcore.java:137 ) com.intellij.rt.execution.junit.junitstarter.main ( junitstarter.java:68 ) caus : com.fasterxml.jackson.databind.exc.unrecognizedpropertyexcept : unrecogn field `` delet '' ( class org.apache.usergrid.persistence.graph.impl.simpleedg ) , mark ignor ( 4 known properti : `` type '' , `` targetnod '' , `` sourcenod '' , `` timestamp '' ] ) [ sourc : n/a ; line : -1 , column : -1 ] ( refer chain : org.apache.usergrid.persistence.graph.impl.simpleedg [ `` delet '' ] ) com.fasterxml.jackson.databind.exc.unrecognizedpropertyexception.from ( unrecognizedpropertyexception.java:51 ) com.fasterxml.jackson.databind.deserializationcontext.reportunknownproperti ( deserializationcontext.java:671 ) com.fasterxml.jackson.databind.deser.std.stddeserializer.handleunknownproperti ( stddeserializer.java:773 ) com.fasterxml.jackson.databind.deser.beandeserializerbase.handleunknownproperti ( beandeserializerbase.java:1297 ) com.fasterxml.jackson.databind.deser.beandeserializerbase.handleunknownvanilla ( beandeserializerbase.java:1275 ) com.fasterxml.jackson.databind.deser.beandeserializer.vanilladeseri ( beandeserializer.java:247 ) com.fasterxml.jackson.databind.deser.beandeserializer.deseri ( beandeserializer.java:118 ) com.fasterxml.jackson.databind.objectmapper._readvalu ( objectmapper.java:2965 ) com.fasterxml.jackson.databind.objectmapper.readvalu ( objectmapper.java:1587 ) com.fasterxml.jackson.databind.objectmapper.treetovalu ( objectmapper.java:1931 ) org.apache.usergrid.corepersistence.pipeline.cursor.abstractcursorserializer.fromjsonnod ( abstractcursorserializer.java:48 ) ... 74 caus : rx.exceptions.onerrorthrow $ onnextvalu : onerror emit onnext valu : org.apache.usergrid.corepersistence.pipeline.read.filterresult.class rx.exceptions.onerrorthrowable.addvalueaslastcaus ( onerrorthrowable.java:101 ) rx.internal.operators.operatormap $ 1.onnext ( operatormap.java:58 ) ... 68",USERGRID-644,2.0
test not pass : staleindexcleanup fail due old version get return search java.lang.assertionerror : expect : e2283e4d-f504-11e4-b4ae-324ce75ff58b actual : e2150469-f504-11e4-b4ae-324ce75ff58b < click see differ > org.junit.assert.fail ( assert.java:88 ) org.junit.assert.failnotequ ( assert.java:834 ) org.junit.assert.assertequ ( assert.java:118 ) org.junit.assert.assertequ ( assert.java:144 ) org.apache.usergrid.corepersistence.staleindexcleanuptest.testupdateversionmaxfirst ( staleindexcleanuptest.java:187 ) sun.reflect.nativemethodaccessorimpl.invoke0 ( nativ method ) sun.reflect.nativemethodaccessorimpl.invok ( nativemethodaccessorimpl.java:62 ) sun.reflect.delegatingmethodaccessorimpl.invok ( delegatingmethodaccessorimpl.java:43 ) org.junit.runners.model.frameworkmethod $ 1.runreflectivecal ( frameworkmethod.java:50 ) org.junit.internal.runners.model.reflectivecallable.run ( reflectivecallable.java:12 ) org.junit.runners.model.frameworkmethod.invokeexplos ( frameworkmethod.java:47 ) org.junit.internal.runners.statements.invokemethod.evalu ( invokemethod.java:17 ) org.junit.internal.runners.statements.runbefores.evalu ( runbefores.java:26 ) org.junit.internal.runners.statements.runafters.evalu ( runafters.java:27 ) org.apache.usergrid.coreappl $ 1.evalu ( coreapplication.java:145 ) org.junit.rules.runrules.evalu ( runrules.java:20 ) org.junit.runners.parentrunner.runleaf ( parentrunner.java:325 ) org.junit.runners.blockjunit4classrunner.runchild ( blockjunit4classrunner.java:78 ) org.junit.runners.blockjunit4classrunner.runchild ( blockjunit4classrunner.java:57 ) org.junit.runners.parentrunn $ 3.run ( parentrunner.java:290 ) org.junit.runners.parentrunn $ 1.schedul ( parentrunner.java:71 ) org.junit.runners.parentrunner.runchildren ( parentrunner.java:288 ) org.junit.runners.parentrunner.access $ 000 ( parentrunner.java:58 ) org.junit.runners.parentrunn $ 2.evalu ( parentrunner.java:268 ) org.apache.usergrid.coreitsetupimpl $ 1.evalu ( coreitsetupimpl.java:76 ) org.junit.rules.runrules.evalu ( runrules.java:20 ) org.junit.runners.parentrunner.run ( parentrunner.java:363 ) org.junit.runner.junitcore.run ( junitcore.java:137 ) com.intellij.junit4.junit4ideatestrunner.startrunnerwitharg ( junit4ideatestrunner.java:78 ) com.intellij.rt.execution.junit.junitstarter.preparestreamsandstart ( junitstarter.java:212 ) com.intellij.rt.execution.junit.junitstarter.main ( junitstarter.java:68 ) sun.reflect.nativemethodaccessorimpl.invoke0 ( nativ method ) sun.reflect.nativemethodaccessorimpl.invok ( nativemethodaccessorimpl.java:62 ) com.intellij.rt.execution.application.appmain.main ( appmain.java:140 ),USERGRID-642,3.0
entiti return collect ql=select * entiti exist / { org } / { app } / { collect } / { name } return / { org } / { app } / { collect } ? ql=select * for refer : http : //apigeesc.atlassian.net/browse/apibaas-1560,USERGRID-639,3.0
test not pass : notsubpropertyit,USERGRID-637,2.0
test not pass : intersectionunionpagingit,USERGRID-636,2.0
test not pass : intersectiontransitivepagingit,USERGRID-635,2.0
test not pass : entitymanagerfactoryimplit,USERGRID-634,1.0
test not pass : permissionsit,USERGRID-633,0.0
test not pass : performanceentityrebuildindextest,USERGRID-632,1.0
test not pass : pathqueryit,USERGRID-631,2.0
test not pass : indexit,USERGRID-630,2.0
test not pass : geoquerybooleantest,USERGRID-629,2.0
test not pass : geoit,USERGRID-628,1.0
test not pass : entitymanagerit,USERGRID-627,0.0
test not pass : entitydictionaryit,USERGRID-626,2.0
test not pass : countingmutatorit,USERGRID-625,2.0
test not pass : messagesit,USERGRID-624,2.0
test not pass : allentitiesinsystemobservableit,USERGRID-623,2.0
test not pass : indexservicetest,USERGRID-622,2.0
test not pass : inmemoryasyncindexservicetest,USERGRID-621,2.0
test not pass : iteratingqueryit + collectionit,USERGRID-587,1.0
test not pass : staleindexcleanup seem like stale entiti n't clean .,USERGRID-584,1.0
es cursor work 2.1,USERGRID-578,3.0
"new app dropdown click org administr page when creat app portal sometim take long time reflect portal . even /users/m return app list still reflect portal . when use '+ add new app ' top page newli creat app reflect app dropdown click org administr page . see jeff get url record issu reproduc . in addit , sometim immedi result 'no applic access author ' .",USERGRID-570,3.0
updat default accesstoken ttl app give 404 put call organ 's app updat accesstoken ttl give 404 . the rest call document - http : //apigee.com/docs/api-baas/content/changing-token-time-live-ttl thi fail two-dot-o two-dot-o-dev . the code handl api updat recent ( past month ) .,USERGRID-566,3.0
[ spike ] cross-collect / graph filter work rest call natur work : get /pet ; ql=select * type='cat'/belongsto/own ; ql=select * city='dalla ',USERGRID-551,5.0
"ensur sq consum robust stop consum messag in past : for reason sq queue consum stop process messag . pleas investig , ensur code robust , add log messag . current : test confirm , review jeff and/or todd loop process sq messag robust .",USERGRID-546,3.0
"configur notifi apn error non-p12 certif upload use i upload x509 certif instead p12 certif configur ap notifi . i experienc follow : 1 ) the ui error i upload non p12 certif . -- similar pars , consol error non-p12 certif attempt use . if accept x509 certif doc ui page updat . 2 ) when send push notif baa report success messag histori notif entiti push notif receiv -- it seem possibl work sinc p12 certif . it look could except get swallow . 3 ) i delet notifi . -- dont know relat certif",USERGRID-519,3.0
baa queri return entiti match input queri error,USERGRID-516,3.0
"delet call limit x return > x reslut when delet call ql=select * lmit=100 , > 100 result return . thi may may impli > 100 entiti delet .",USERGRID-508,3.0
broken link contribut page on usergrid homepag http : //usergrid.incubator.apache.org `` contribut guidelin '' link point http : //cwiki.apache.org/confluence/display/usergrid/github+based+contribution+workflow realli http : //cwiki.apache.org/confluence/display/usergrid/usergrid+external+contributors+guid,USERGRID-498,3.0
"long paus error es deletebyqueri when singl thread put usergrid , one , es time deletebyqueri block caller . the respons time usergrid goe 200m ~60 time . note error es log indic 1 minut timeout . [ 2015-03-10 17:37:42,947 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:42,947 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:42,948 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:42,948 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:42,949 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:42,949 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,007 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,008 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,008 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,008 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,008 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,008 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,008 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,012 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,013 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,013 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,013 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,013 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,013 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,013 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,072 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,073 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,073 ] [ debug ] [ action.deletebyqueri ] [ res003si ] observ : timeout notif cluster servic . timeout set [ 1m ] , time sinc start [ 1m ] [ 2015-03-10 17:37:43,073 ] [ debug ] [ action.deletebyqueri",USERGRID-471,3.0
